SCIENTIFIC_NAME,COMMON_NAME,SPECIES_CODE,CATEGORY,TAXON_ORDER,COM_NAME_CODES,SCI_NAME_CODES,BANDING_CODES,ORDER,FAMILY_COM_NAME,FAMILY_SCI_NAME,REPORT_AS,EXTINCT,EXTINCT_YEAR,FAMILY_CODE
Meleagris gallopavo,Wild Turkey,wiltur,species,1180.0,,MEGA,WITU,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,,,,phasia1
Meleagris gallopavo (Domestic type),Wild Turkey (Domestic type),wiltur1,domestic,1187.0,WT,MEGA,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,,,,phasia1
Meleagris ocellata,Ocellated Turkey,ocetur1,species,1188.0,,MEOC,OCTU,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,,,,phasia1
Bonasa umbellus,Ruffed Grouse,rufgro,species,1189.0,,BOUM,RUGR,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,,,,phasia1
Tetrastes bonasia,Hazel Grouse,hazgro1,species,1204.0,HAGR,TEBO,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,,,,phasia1
Tetrastes sewerzowi,Severtzov's Grouse,sevgro1,species,1217.0,SEGR CHGR,TESE,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,,,,phasia1
Centrocercus urophasianus,Greater Sage-Grouse,saggro,species,1218.0,GSGR SAGR,CEUR,GRSG,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,,,,phasia1
Centrocercus minimus,Gunnison Sage-Grouse,gusgro,species,1219.0,GUGR GSGR,CEMI,GUSG,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,,,,phasia1
Centrocercus urophasianus/minimus,Greater/Gunnison Sage-Grouse,y00608,slash,1220.0,GUGR GUSG GRSG GSGR SAGR,CEUR CEMI,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,,,,phasia1
Dendragapus obscurus,Dusky Grouse,dusgro,species,1221.0,,DEOB,DUGR,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,,,,phasia1
Dendragapus fuliginosus,Sooty Grouse,soogro1,species,1226.0,,DEFU,SOGR,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,,,,phasia1
Dendragapus obscurus/fuliginosus,Dusky/Sooty Grouse,blugrs,slash,1231.0,DUGR SOGR,DEOB DEFU,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,,,,phasia1
Tympanuchus phasianellus,Sharp-tailed Grouse,shtgro,species,1232.0,,TYPH,STGR,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,,,,phasia1
Centrocercus urophasianus x Tympanuchus phasianellus,Greater Sage-Grouse x Sharp-tailed Grouse (hybrid),x00727,hybrid,1239.0,STGR GSGR GRSG SAGR,CEUR TYPH,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,,,,phasia1
Dendragapus obscurus x Tympanuchus phasianellus,Dusky x Sharp-tailed Grouse (hybrid),x00781,hybrid,1240.0,DUGR STGR,TYPH DEOB,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,,,,phasia1
Tympanuchus cupido,Greater Prairie-Chicken,grpchi,species,1241.0,GPCH,TYCU,GRPC,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,,,,phasia1
Tympanuchus cupido pinnatus,Greater Prairie-Chicken (pinnatus),greprc1,issf,1242.0,GRPC GPCH GPC,TYCU,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,grpchi,,,phasia1
Tympanuchus cupido cupido,Greater Prairie-Chicken (Heath Hen),heahen1,issf,1243.0,GPC GPCH GRPC,TYCU,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,grpchi,true,1932,phasia1
Tympanuchus cupido attwateri,Greater Prairie-Chicken (Attwater's),attprc1,issf,1244.0,GRPC GPC GPCH,TYCU,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,grpchi,,,phasia1
Tympanuchus phasianellus x cupido,Sharp-tailed Grouse x Greater Prairie-Chicken (hybrid),x00728,hybrid,1245.0,STGR GRPC GPCH,TYCU TYPH,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,,,,phasia1
Tympanuchus pallidicinctus,Lesser Prairie-Chicken,lepchi,species,1246.0,LPCH,TYPA,LEPC,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,,,,phasia1
Tympanuchus cupido x pallidicinctus,Greater x Lesser Prairie-Chicken (hybrid),x00668,hybrid,1247.0,LPCH GRPC GPCH LEPC,TYCU TYPA,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,,,,phasia1
Tympanuchus cupido/pallidicinctus,Greater/Lesser Prairie-Chicken,y00664,slash,1248.0,LPCH GRPC LEPC GPCH,TYCU TYPA,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,,,,phasia1
Lagopus leucura,White-tailed Ptarmigan,whtpta1,species,1249.0,,LALE,WTPT,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,,,,phasia1
Lagopus lagopus,Willow Ptarmigan,wilpta,species,1255.0,WIGR RGGR,LALA,WIPT,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,,,,phasia1
Lagopus lagopus scotica,Willow Ptarmigan (Red Grouse),wilpta1,issf,1256.0,WP WIGR RGGR WIPT,LALA,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,wilpta,,,phasia1
Lagopus lagopus [lagopus Group],Willow Ptarmigan (Willow),wilpta2,issf,1257.0,WP WIGR WIPT RGGR,LALA,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,wilpta,,,phasia1
Lagopus muta,Rock Ptarmigan,rocpta1,species,1276.0,,LAMU,ROPT,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,,,,phasia1
Lagopus sp.,ptarmigan sp.,ptarmi1,spuh,1307.0,,,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,,,,phasia1
Falcipennis falcipennis,Siberian Grouse,sibgro2,species,1308.0,SIGR,FAFA,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,,,,phasia1
Canachites canadensis,Spruce Grouse,sprgro,species,1309.0,,CACA,SPGR,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,,,,phasia1
Canachites canadensis [canadensis Group],Spruce Grouse (Spruce),sprgro1,issf,1310.0,SG SPGR,CACA,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,sprgro,,,phasia1
Canachites canadensis franklinii/isleibi,Spruce Grouse (Franklin's),frsgro1,issf,1316.0,SG SPGR,CACA,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,sprgro,,,phasia1
Bonasa umbellus/Canachites canadensis,Ruffed/Spruce Grouse,y00674,slash,1319.0,RUGR SPGR,FACA BOUM,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,,,,phasia1
Tetrao urogalloides,Black-billed Capercaillie,blbcap1,species,1320.0,BBCA,TEUR,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,,,,phasia1
Tetrao urogallus,Western Capercaillie,wescap1,species,1324.0,WECA,TEUR,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,,,,phasia1
Lyrurus tetrix,Black Grouse,blagro1,species,1333.0,BLGR,LYTE,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,,,,phasia1
Tetrao urogallus x Lyrurus tetrix,Western Capercaillie x Black Grouse (hybrid),x00841,hybrid,1341.0,WECA BLGR,TEUR LYTE,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,,,,phasia1
Lyrurus mlokosiewiczi,Caucasian Grouse,caugro1,species,1342.0,CAGR,LYML,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,,,,phasia1
Tetraoninae sp.,grouse sp.,grouse1,spuh,1343.0,,,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,,,,phasia1
Rhizothera longirostris,Long-billed Partridge,lobpar3,species,1344.0,LBPA,RHLO,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,,,,phasia1
Rhizothera dulitensis,Dulit Partridge,lobpar2,species,1345.0,DUPA,RHDU,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,,,,phasia1
Perdix hodgsoniae,Tibetan Partridge,tibpar1,species,1346.0,TIPA,PEHO,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,,,,phasia1
Perdix perdix,Gray Partridge,grypar,species,1350.0,GRPA,PEPE,GRAP,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,,,,phasia1
Perdix dauurica,Daurian Partridge,daupar1,species,1358.0,DAPA,PEDA,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,,,,phasia1
Syrmaticus soemmerringii,Copper Pheasant,copphe1,species,1361.0,COPH,SYSO,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,,,,phasia1
Syrmaticus reevesii,Reeves's Pheasant,reephe1,species,1367.0,REPH,SYRE,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,,,,phasia1
Syrmaticus mikado,Mikado Pheasant,mikphe1,species,1368.0,MIPH,SYMI,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,,,,phasia1
Syrmaticus ellioti,Elliot's Pheasant,ellphe1,species,1369.0,ELPH,SYEL,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,,,,phasia1
Syrmaticus humiae,Hume's Pheasant,humphe1,species,1370.0,MHPH HUPH,SYHU,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,,,,phasia1
Chrysolophus pictus,Golden Pheasant,golphe,species,1373.0,GOPH,CHPI,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,,,,phasia1
Chrysolophus amherstiae,Lady Amherst's Pheasant,laaphe1,species,1374.0,LAPH,CHAM,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,,,,phasia1
Phasianus colchicus,Ring-necked Pheasant,rinphe,species,1375.0,RNPH COPH,PHCO,RNEP,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,,,,phasia1
Phasianus colchicus [colchicus Group],Ring-necked Pheasant (Ring-necked),rinphe1,issf,1376.0,RNEP RNPH COPH,PHCO,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,rinphe,,,phasia1
Phasianus colchicus [versicolor Group],Ring-necked Pheasant (Green),rinphe2,issf,1408.0,RNEP RNPH GRPH COPH,PHCO,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,rinphe,,,phasia1
Catreus wallichii,Cheer Pheasant,chephe1,species,1412.0,CHPH,CAWA,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,,,,phasia1
Crossoptilon harmani,Tibetan Eared-Pheasant,whieap2,species,1413.0,TEPH TIEP,CRHA,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,,,,phasia1
Crossoptilon crossoptilon,White Eared-Pheasant,whieap1,species,1414.0,WHEP WEPH,CRCR,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,,,,phasia1
Crossoptilon harmani x crossoptilon,Tibetan x White Eared-Pheasant (hybrid),x00943,hybrid,1419.0,WHEP TEPH WEPH TIEP,CRCR CRHA,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,,,,phasia1
Crossoptilon harmani/crossoptilon,Tibetan/White Eared-Pheasant,whephe1,slash,1420.0,WHEP TEPH WEPH TIEP,CRCR CRHA,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,,,,phasia1
Crossoptilon mantchuricum,Brown Eared-Pheasant,brephe1,species,1421.0,BREP BEPH,CRMA,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,,,,phasia1
Crossoptilon auritum,Blue Eared-Pheasant,blephe1,species,1422.0,BEPH BLEP,CRAU,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,,,,phasia1
Lophura edwardsi,Edwards's Pheasant,edwphe1,species,1423.0,EDPH,LOED,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,,,,phasia1
Lophura swinhoii,Swinhoe's Pheasant,swiphe1,species,1424.0,SWPH,LOSW,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,,,,phasia1
Lophura bulweri,Bulwer's Pheasant,bulphe1,species,1425.0,BUPH,LOBU,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,,,,phasia1
Lophura leucomelanos,Kalij Pheasant,kalphe,species,1426.0,,LOLE,KAPH,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,,,,phasia1
Lophura nycthemera,Silver Pheasant,silphe,species,1436.0,SIPH,LONY,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,,,,phasia1
Lophura edwardsi x nycthemera,Edwards's x Silver Pheasant (hybrid),impphe1,hybrid,1452.0,SIPH EDPH,LONY LOED,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,,,,phasia1
Lophura erythrophthalma,Crestless Fireback,crefir2,species,1453.0,CRFI MCFI,LOER,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,,,,phasia1
Lophura erythrophthalma erythrophthalma,Crestless Fireback (Malayan),crefir5,issf,1454.0,CRFI MCFI CF,LOER,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,crefir2,,,phasia1
Lophura erythrophthalma pyronota,Crestless Fireback (Bornean),crefir6,issf,1455.0,CRFI MCFI CF,LOER,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,crefir2,,,phasia1
Lophura diardi,Siamese Fireback,siafir1,species,1456.0,SIFI,LODI,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,,,,phasia1
Lophura inornata,Salvadori's Pheasant,salphe1,species,1457.0,SAPH,LOIN,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,,,,phasia1
Lophura inornata hoogerwerfi,Salvadori's Pheasant (Hoogerwerf's),salphe3,issf,1458.0,SAPH SP,LOIN,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,salphe1,,,phasia1
Lophura inornata inornata,Salvadori's Pheasant (Salvadori's),salphe2,issf,1459.0,SAPH SP,LOIN,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,salphe1,,,phasia1
Lophura ignita,Crested Fireback,crefir1,species,1460.0,MCFI CRFI,LOIG,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,,,,phasia1
Lophura ignita rufa,Crested Fireback (Malayan),crefir3,issf,1461.0,CRFI MCFI CF,LOIG,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,crefir1,,,phasia1
Lophura ignita ignita/nobilis,Crested Fireback (Bornean),crefir4,issf,1462.0,MCFI CRFI CF,LOIG,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,crefir1,,,phasia1
Rheinardia ocellata,Vietnamese Crested Argus,crearg1,species,1465.0,VCAR CRAR,RHOC,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,,,,phasia1
Rheinardia nigrescens,Malayan Crested Argus,crearg3,species,1466.0,MCAR,RHNI,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,,,,phasia1
Argusianus argus,Great Argus,grearg1,species,1467.0,GRAR,ARAR,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,,,,phasia1
Afropavo congensis,Congo Peacock,conpea1,species,1470.0,COPE,AFCO,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,,,,phasia1
Pavo cristatus,Indian Peafowl,compea,species,1471.0,,PACR,INPE,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,,,,phasia1
Pavo cristatus (Domestic type),Indian Peafowl (Domestic type),indpea1,domestic,1472.0,IP,PACR,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,,,,phasia1
Pavo muticus,Green Peafowl,grepea1,species,1473.0,GRPE,PAMU,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,,,,phasia1
Pavo cristatus x muticus,Indian x Green Peafowl (hybrid),x00380,hybrid,1477.0,INPE GRPE,PAMU PACR,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,,,,phasia1
Tropicoperdix chloropus,Scaly-breasted Partridge,scbpar1,species,1478.0,SBPA GLPA,TRCH,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,,,,phasia1
Tropicoperdix chloropus tonkinensis,Scaly-breasted Partridge (Tonkin),scbpar2,issf,1479.0,SBPA GLP GLPA,TRCH,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,scbpar1,,,phasia1
Tropicoperdix chloropus [chloropus Group],Scaly-breasted Partridge (Green-legged),scbpar3,issf,1480.0,SBPA GLP GLPA,TRCH,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,scbpar1,,,phasia1
Tropicoperdix charltonii,Chestnut-necklaced Partridge,chnpar1,species,1487.0,CNPA,TRCH,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,,,,phasia1
Tropicoperdix charltonii charltonii/atjenensis,Chestnut-necklaced Partridge (Chestnut-necklaced),chnpar2,issf,1488.0,CNP CNPA,TRCH,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,chnpar1,,,phasia1
Tropicoperdix charltonii graydoni,Chestnut-necklaced Partridge (Sabah),chnpar3,issf,1491.0,CNP CNPA,TRCH,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,chnpar1,,,phasia1
Arborophila/Tropicoperdix sp.,Arborophila/Tropicoperdix sp.,arboro1,spuh,1492.0,,,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,,,,phasia1
Haematortyx sanguiniceps,Crimson-headed Partridge,crhpar1,species,1493.0,CHPA,HASA,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,,,,phasia1
Galloperdix spadicea,Red Spurfowl,redspu1,species,1494.0,RESP,GASP,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,,,,phasia1
Galloperdix lunulata,Painted Spurfowl,paispu1,species,1498.0,PASP,GALU,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,,,,phasia1
Galloperdix spadicea/lunulata,Red/Painted Spurfowl,y00768,slash,1499.0,RESP PASP,GALU GASP,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,,,,phasia1
Galloperdix bicalcarata,Sri Lanka Spurfowl,ceyspu1,species,1500.0,SLSP,GABI,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,,,,phasia1
Polyplectron napoleonis,Palawan Peacock-Pheasant,palpep1,species,1501.0,PAPP PPPH,PONA,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,,,,phasia1
Polyplectron schleiermacheri,Bornean Peacock-Pheasant,bopphe1,species,1502.0,BPPH BOPP,POSC,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,,,,phasia1
Polyplectron malacense,Malayan Peacock-Pheasant,mapphe1,species,1503.0,MPPH MAPP,POMA,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,,,,phasia1
Polyplectron germaini,Germain's Peacock-Pheasant,gepphe1,species,1504.0,GPPH GEPP,POGE,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,,,,phasia1
Polyplectron katsumatae,Hainan Peacock-Pheasant,grypep3,species,1505.0,HAPP HPPH,POKA,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,,,,phasia1
Polyplectron bicalcaratum,Gray Peacock-Pheasant,grypep2,species,1506.0,GPPH GRPP,POBI,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,,,,phasia1
Polyplectron inopinatum,Mountain Peacock-Pheasant,mopphe1,species,1511.0,MOPP MPPH,POIN,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,,,,phasia1
Polyplectron chalcurum,Bronze-tailed Peacock-Pheasant,btpphe1,species,1512.0,BTPP,POCH,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,,,,phasia1
Phasianidae sp. (pheasant sp.),pheasant sp.,pheasa1,spuh,1515.0,,,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,,,,phasia1
Bambusicola fytchii,Mountain Bamboo-Partridge,mobpar1,species,1516.0,MOBP MBPA,BAFY,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,,,,phasia1
Bambusicola thoracicus,Chinese Bamboo-Partridge,chbpar3,species,1519.0,CHBP CBPA,BATH,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,,,,phasia1
Bambusicola sonorivox,Taiwan Bamboo-Partridge,taibap1,species,1520.0,TBPA TABP,BASO,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,,,,phasia1
Gallus varius,Green Junglefowl,grejun1,species,1521.0,GRJU,GAVA,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,,,,phasia1
Gallus gallus,Red Junglefowl,redjun,species,1522.0,,GAGA,REJU,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,,,,phasia1
Gallus gallus (Domestic type),Red Junglefowl (Domestic type),redjun1,domestic,1528.0,RJ,GAGA,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,,,,phasia1
Gallus sonneratii,Gray Junglefowl,grejun2,species,1529.0,GRJU,GASO,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,,,,phasia1
Gallus lafayettii,Sri Lanka Junglefowl,ceyjun1,species,1530.0,SLJU,GALA,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,,,,phasia1
Peliperdix lathami,Latham's Francolin,forfra2,species,1531.0,FOFR LAFR,PELA,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,,,,phasia1
Ortygornis sephaena,Crested Francolin,crefra2,species,1534.0,CRFR,ORSE,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,,,,phasia1
Ortygornis sephaena rovuma,Crested Francolin (Kirk's),crefra1,issf,1535.0,CRFR CF,ORSE,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,crefra2,,,phasia1
Ortygornis sephaena [sephaena Group],Crested Francolin (Crested),crefra3,issf,1536.0,CRFR CF,ORSE,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,crefra2,,,phasia1
Ortygornis pondicerianus,Gray Francolin,gryfra,species,1541.0,GRFR,ORPO,GRAF,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,,,,phasia1
Ortygornis gularis,Swamp Francolin,swafra1,species,1545.0,SWFR,ORGU,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,,,,phasia1
Francolinus pintadeanus,Chinese Francolin,chifra1,species,1546.0,CHFR,FRPI,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,,,,phasia1
Francolinus francolinus,Black Francolin,blkfra,species,1549.0,,FRFR,BLFR,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,,,,phasia1
Francolinus francolinus francolinus/arabistanicus,Black Francolin (Western),blkfra1,issf,1550.0,BF BLFR,FRFR,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,blkfra,,,phasia1
Francolinus francolinus [henrici Group],Black Francolin (Eastern),blkfra2,issf,1553.0,BF BLFR,FRFR,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,blkfra,,,phasia1
Francolinus pictus,Painted Francolin,paifra1,species,1558.0,PAFR,FRPI,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,,,,phasia1
Campocolinus coqui,Coqui Francolin,coqfra2,species,1562.0,COFR,CACO,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,,,,phasia1
Campocolinus coqui [hubbardi Group],Coqui Francolin (Plain-breasted),coqfra1,issf,1563.0,COFR CF,CACO,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,coqfra2,,,phasia1
Campocolinus coqui coqui,Coqui Francolin (Bar-breasted),coqfra3,issf,1567.0,CF COFR,CACO,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,coqfra2,,,phasia1
Campocolinus albogularis,White-throated Francolin,whtfra2,species,1568.0,WTFR,CAAL,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,,,,phasia1
Campocolinus albogularis albogularis/buckleyi,White-throated Francolin (White-throated),whtfra1,issf,1569.0,WTF WTFR,CAAL,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,whtfra2,,,phasia1
Campocolinus albogularis dewittei,White-throated Francolin (Chestnut-breasted),whtfra3,issf,1572.0,WTF WTFR,CAAL,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,whtfra2,,,phasia1
Campocolinus schlegelii,Schlegel's Francolin,schfra2,species,1573.0,SCFR,CASC,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,,,,phasia1
Scleroptila streptophora,Ring-necked Francolin,rinfra2,species,1574.0,RNFR,SCST,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,,,,phasia1
Scleroptila levaillantii,Red-winged Francolin,rewfra2,species,1575.0,RWFR,SCLE,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,,,,phasia1
Scleroptila finschi,Finsch's Francolin,finfra2,species,1578.0,FIFR,SCFI,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,,,,phasia1
Scleroptila psilolaema,Moorland Francolin,moofra2,species,1579.0,MOFR,SCPS,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,,,,phasia1
